"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID"
"23226",23226,"MATH&142","B124","3.8",3.8,"B342","",2.43,20,20,92,NA,"96",43,"",NA,208
"23227",23227,"MATH&151","B231","1",1,"B342","",1.67,15,15,92,NA,"96",43,"",NA,208
"23228",23228,"MATH&151","B233","3.7",3.7,"B342","",2.56,16,16,92,NA,"96",43,"",NA,208
"23229",23229,"MATH&151","B233","3.7",3.7,"B344","",3.93,20,20,94,95,"91",77,"80",NA,1033
"23230",23230,"MATH&151","B232","4",4,"B344","",3.92,18,18,97,NA,"99",85,"70",NA,2465
"23231",23231,"MATH&151","B124","2.4",2.4,"B344","",3.23,14,14,84,NA,"97",89,"79",NA,123
"23232",23232,"MATH&151","B232","3.7",3.7,"B344","",3.7,10,5,87,NA,"97",97,"57",NA,9034
"23233",23233,"MATH147","B233","4",4,"B344","",3.95,17,17,75,NA,"81",82,"36",NA,7831
"23234",23234,"MATH&141","B231","3.7",3.7,"B344","",3.85,18,13,82,NA,"82",74,"",NA,5079
"23235",23235,"MATH&142","B232","3.9",3.9,"B344","",3.25,13,10,82,NA,"82",74,"",NA,5079
"23236",23236,"MATH&151","B233","4",4,"B344","",3.03,14,14,82,NA,"82",74,"",NA,5079
"23237",23237,"MATH&151","B231","4",4,"B344","",4,15,15,67,NA,"99",97,"81",NA,1430
"23238",23238,"MATH&141","B232","3.8",3.8,"B344","",3.37,18,18,76,NA,"99",67,"",NA,11097
"23239",23239,"MATH&142","B233","4",4,"B344","",3.58,20,20,76,NA,"99",67,"",NA,11097
"23240",23240,"MATH&151","B234","4",4,"B344","",3.73,15,15,76,NA,"99",67,"",NA,11097
"23241",23241,"MATH&141","B233","3.5",3.5,"B344","",3.53,20,20,74,NA,"97",84,"49",NA,6770
"23242",23242,"MATH&141","B232","4",4,"B342","",3,18,15,70,NA,"65",NA,"",NA,10151
"23243",23243,"MATH&142","B233","3.6",3.6,"B342","",3.57,15,15,70,NA,"65",NA,"",NA,10151
"23244",23244,"MATH&151","B234","3.8",3.8,"B342","",3.35,13,13,70,NA,"65",NA,"",NA,10151
"23245",23245,"MATH097","B231","4",4,"B342","",3.87,15,15,70,NA,"65",NA,"",NA,10151
"23246",23246,"MATH&141","B342","0",0,"B344","12/11/2013",0,5,0,78,86,"86",20,"",NA,12422
"23247",23247,"MATH&151","B231","3.1",3.1,"B344","",3.33,15,15,76,NA,"87",85,"59",NA,4318
"23248",23248,"MATH&141","B234","3.6",3.6,"B344","",3.65,13,10,71,NA,"68",NA,"",NA,494
"23249",23249,"MATH&142","B342","1.3",1.3,"B344","",1.59,16,16,71,NA,"68",NA,"",NA,494
"23250",23250,"MATH097","B233","4",4,"B344","",4,5,5,71,NA,"68",NA,"",NA,494
"23251",23251,"MATH&151","B231","4",4,"B344","",3.7,18,18,85,NA,"94",78,"88",NA,4254
"23252",23252,"MATH&151","B233","4",4,"B344","",4,20,20,80,NA,"97",89,"78",NA,5881
"23253",23253,"MATH&141","B124","4",4,"B343","",3.95,20,20,84,NA,"95",69,"",NA,2792
"23254",23254,"MATH&142","B231","4",4,"B343","",3.68,20,20,84,NA,"95",69,"",NA,2792
"23255",23255,"MATH&151","B232","3.7",3.7,"B343","",3.55,20,20,84,NA,"95",69,"",NA,2792
"23256",23256,"MATH&142","B233","W",NA,"B344","2/5/2013",2.2,20,15,78,84,"78",77,"23",NA,3370
"23257",23257,"MATH&142","B234","2.5",2.5,"B344","",2.62,17,17,78,84,"78",77,"23",NA,3370
"23258",23258,"MATH&151","B342","NC",NA,"B344","12/10/2013",2.73,16,6,78,84,"78",77,"23",NA,3370
"23259",23259,"MATH072","B232","1",1,"B343","",0.5,12,5,78,NA,"50",NA,"",NA,9940
"23260",23260,"MATH072","B234","2.9",2.9,"B343","",2.9,15,5,78,NA,"50",NA,"",NA,9940
"23261",23261,"MATH097","B341","2.1",2.1,"B343","",1.07,15,10,78,NA,"50",NA,"",NA,9940
"23262",23262,"MATH147","B342","1.4",1.4,"B343","",2.5,15,15,78,NA,"50",NA,"",NA,9940
"23263",23263,"MATH097","B124","3.5",3.5,"B124","",3.46,13,13,54,NA,"63",NA,"",NA,5146
"23264",23264,"MATH&151","B124","4",4,"B341","",4,20,20,95,NA,"99",84,"80",NA,1949
"23265",23265,"MATH&151","B124","3.8",3.8,"B344","",3.42,21,21,93,NA,"98",85,"76",NA,7366
"23266",23266,"MATH&142","B231","4",4,"B344","",4,12,12,87,NA,"99",84,"48",NA,7595
"23267",23267,"MATH&151","B232","4",4,"B344","",3.53,20,20,87,NA,"99",84,"48",NA,7595
"23268",23268,"MATH&151","B124","3.7",3.7,"B233","",3.68,25,25,81,NA,"69",NA,"",680,4226
"23269",23269,"MATH097","B123","4",4,"B233","",4,15,15,81,NA,"69",NA,"",680,4226
"23270",23270,"MATH&151","B233","3.8",3.8,"B344","",3.75,10,10,68,NA,"94",97,"72",NA,1347
"23271",23271,"MATH072","B234","W",NA,"B343","4/17/2013",2.75,17,12,72,51,"28",NA,"",NA,10876
"23272",23272,"MATH072","B341","2.8",2.8,"B343","",2.8,15,5,72,51,"28",NA,"",NA,10876
"23273",23273,"MATH&141","B234","4",4,"B344","",3.28,18,18,66,NA,"61",NA,"",NA,10425
"23274",23274,"MATH&142","B341","4",4,"B344","",3.23,15,15,66,NA,"61",NA,"",NA,10425
"23275",23275,"MATH&151","B342","2.3",2.3,"B344","",2.15,17,17,66,NA,"61",NA,"",NA,10425
"23276",23276,"MATH097","B233","4",4,"B344","",4,5,5,66,NA,"61",NA,"",NA,10425
"23277",23277,"MATH&142","B234","4",4,"B344","",3.17,20,20,73,NA,"89",67,"",NA,6458
"23278",23278,"MATH147","B232","4",4,"B344","",3.57,15,15,73,NA,"89",67,"",NA,6458
"23279",23279,"MATH&141","B232","2.6",2.6,"B344","",3.06,17,17,82,NA,"87",59,"",NA,10989
"23280",23280,"MATH&141","B234","4",4,"B344","",3.83,20,20,82,NA,"87",59,"",NA,10989
"23281",23281,"MATH&142","B342","2.9",2.9,"B344","",1.21,12,5,82,NA,"87",59,"",NA,10989
"23282",23282,"MATH&151","B231","4",4,"B233","",3.47,15,15,93,NA,"97",88,"59",NA,883
"23283",23283,"MATH&151","B124","3.9",3.9,"B232","",3.88,21,21,90,NA,"94",73,"",478,10733
"23284",23284,"MATH&141","B123","3",3,"B232","",3.57,15,15,89,NA,"93",31,"",NA,6014
"23285",23285,"MATH&142","B124","3.3",3.3,"B232","",3.27,20,15,89,NA,"93",31,"",NA,6014
"23286",23286,"MATH&141","B231","W",NA,"B232","7/27/2012",0,15,0,91,NA,"76",46,"",NA,9547
"23287",23287,"MATH&141","B123","4",4,"B234","",3.68,20,20,95,NA,"95",53,"",NA,6515
"23288",23288,"MATH&151","B124","4",4,"B234","",4,15,15,95,NA,"95",53,"",NA,6515
"23289",23289,"MATH&151","B124","3.2",3.2,"B344","",3.06,17,17,90,NA,"98",97,"73",NA,2586
"23290",23290,"MATH&142","B124","0",0,"B233","5/14/2012",0.8,17,4,64,NA,"99",75,"24",NA,2326
"23291",23291,"MATH&142","B231","3.9",3.9,"B233","",3.57,15,15,64,NA,"99",75,"24",NA,2326
"23292",23292,"MATH&151","B232","0",0,"B233","11/26/2012",0.5,20,10,64,NA,"99",75,"24",NA,2326
"23293",23293,"MATH&141","B232","1",1,"B344","",2.63,16,15,72,NA,"87",59,"",NA,9959
"23294",23294,"MATH&141","B233","4",4,"B344","",3.25,20,20,72,NA,"87",59,"",NA,9959
"23295",23295,"MATH072","B124","0",0,"B124","4/18/2012",1.23,15,5,88,NA,"39",NA,"",414,12377
"23296",23296,"MATH&141","B341","2.3",2.3,"B344","",1.9,15,15,53,NA,"75",56,"",NA,3402
"23297",23297,"MATH&142","B342","1",1,"B344","",2.54,13,13,53,NA,"75",56,"",NA,3402
"23298",23298,"MATH&141","B232","2",2,"B342","",2.38,16,16,79,NA,"77",44,"",NA,5032
"23299",23299,"MATH&142","B233","1",1,"B342","",0.5,15,5,79,NA,"77",44,"",NA,5032
"23300",23300,"MATH&142","B234","3.8",3.8,"B342","",2.33,20,15,79,NA,"77",44,"",NA,5032
"23301",23301,"MATH&151","B342","NC",NA,"B342","10/18/2013",0,20,0,79,NA,"77",44,"",NA,5032
"23302",23302,"MATH&151","B232","4",4,"B344","",4,18,18,90,99,"99",80,"68",NA,6602
"23303",23303,"MATH&141","B123","4",4,"B342","",3.92,18,18,86,NA,"92",68,"",NA,4038
"23304",23304,"MATH&141","B342","2.5",2.5,"B344","",2.1,10,10,58,76,"76",46,"",NA,6797
"23305",23305,"MATH&141","B342","3.5",3.5,"B344","",3.5,15,15,66,NA,"57",NA,"",NA,11186
"23306",23306,"MATH072","B234","4",4,"B344","",3.8,18,18,66,NA,"57",NA,"",NA,11186
"23307",23307,"MATH097","B341","4",4,"B344","",3.67,15,15,66,NA,"57",NA,"",NA,11186
"23308",23308,"MATH072","B124","0",0,"B344","4/2/2012",1.33,20,5,59,NA,"64",NA,"",NA,5488
"23309",23309,"MATH072","B231","2.7",2.7,"B344","",2.37,15,15,59,NA,"64",NA,"",NA,5488
"23310",23310,"MATH097","B232","NC",NA,"B344","10/5/2012",2.2,15,10,59,NA,"64",NA,"",NA,5488
"23311",23311,"MATH097","B234","3.5",3.5,"B344","",3.34,15,15,59,NA,"64",NA,"",NA,5488
"23312",23312,"MATH097","B342","4",4,"B344","",3.74,13,13,86,NA,"73",NA,"",NA,4193
"23313",23313,"MATH097","B231","2.6",2.6,"B232","",3.16,13,13,74,NA,"35",NA,"",NA,7848
"23314",23314,"MATH&141","B342","1.3",1.3,"B344","",2.53,15,15,64,NA,"53",NA,"",NA,7005
"23315",23315,"MATH072","B124","3",3,"B344","6/1/2012",3.19,18,18,64,NA,"53",NA,"",NA,7005
"23316",23316,"MATH097","B234","4",4,"B344","",3.87,15,15,64,NA,"53",NA,"",NA,7005
"23317",23317,"MATH072","B234","3.7",3.7,"B342","4/18/2013",3.78,8,8,56,NA,"38",NA,"",NA,299
"23318",23318,"MATH072","B342","3.9",3.9,"B344","",3.55,14,14,72,NA,"54",NA,"",NA,1274
"23319",23319,"MATH&151","B232","3.1",3.1,"B343","",3.68,18,18,79,NA,"79",81,"60",NA,1725
"23320",23320,"MATH&151","B124","4",4,"B234","",3.46,18,18,79,NA,"97",85,"60",NA,1870
"23321",23321,"MATH&151","B123","4",4,"B343","",3.89,18,18,73,NA,"99",97,"80",NA,425
"23322",23322,"MATH&151","B232","4",4,"B344","",3.55,17,12,85,NA,"97",90,"73",663,6729
"23323",23323,"MATH097","B342","0",0,"B342","10/30/2013",1.5,15,10,74,29,"70",NA,"",NA,4706
"23324",23324,"MATH&141","B233","3",3,"B341","",2.85,15,10,77,NA,"90",82,"43",685,1120
"23325",23325,"MATH147","B234","4",4,"B341","",3.67,20,15,77,NA,"90",82,"43",685,1120
"23326",23326,"MATH&151","B124","4",4,"B234","",3.9,20,20,89,NA,"93",85,"61",643,1881
"23327",23327,"MATH&141","B123","4",4,"B343","",4,15,15,64,NA,"93",60,"",685,6375
"23328",23328,"MATH&151","B124","4",4,"B343","",3.67,18,18,64,NA,"93",60,"",685,6375
"23329",23329,"MATH&141","B232","4",4,"B344","",4,18,18,68,NA,"95",54,"",NA,2269
"23330",23330,"MATH&142","B233","4",4,"B344","",3.84,16,16,68,NA,"95",54,"",NA,2269
"23331",23331,"MATH&151","B234","2.9",2.9,"B344","",3.28,16,16,68,NA,"95",54,"",NA,2269
"23332",23332,"MATH&151","B232","4",4,"B342","",3.9,15,15,88,NA,"",NA,"",NA,280
"23333",23333,"MATH&141","B124","4",4,"B234","",3.88,20,20,87,NA,"82",84,"96",643,1158
"23334",23334,"MATH&151","B232","3.3",3.3,"B234","",3.82,19,19,87,NA,"82",84,"96",643,1158
"23335",23335,"MATH097","B123","4",4,"B234","",3.77,15,15,87,NA,"82",84,"96",643,1158
"23336",23336,"MATH097","B342","4",4,"B344","",3.92,13,13,64,NA,"73",NA,"",NA,7733
"23337",23337,"MATH&141","B233","3.4",3.4,"B344","",3.68,20,20,72,NA,"57",NA,"",NA,6940
"23338",23338,"MATH097","B232","3.3",3.3,"B344","",3.65,13,13,72,NA,"57",NA,"",NA,6940
"23339",23339,"MATH&141","B124","0",0,"B124","5/10/2012",1.2,20,10,63,NA,"94",53,"",NA,2921
"23340",23340,"MATH&141","B233","1.8",1.8,"B344","3/21/2013",0,7,5,64,NA,"91",53,"",NA,11863
"23341",23341,"MATH&141","B342","3.1",3.1,"B344","",2.05,15,10,64,NA,"91",53,"",NA,11863
"23342",23342,"MATH&142","B232","3.7",3.7,"B344","",3.6,15,15,81,NA,"94",66,"",NA,6989
"23343",23343,"MATH&151","B233","3.5",3.5,"B344","",3.67,21,15,81,NA,"94",66,"",NA,6989
"23344",23344,"MATH&141","B232","4",4,"B342","",3.93,15,15,69,NA,"97",69,"",NA,659
"23345",23345,"MATH&142","B234","3.4",3.4,"B342","",2.97,15,15,69,NA,"97",69,"",NA,659
"23346",23346,"MATH&151","B341","2",2,"B342","",2.05,20,15,69,NA,"97",69,"",NA,659
"23347",23347,"MATH&141","B233","1.5",1.5,"B343","",3.02,18,18,82,69,"21",NA,"",390,12455
"23348",23348,"MATH&141","B234","3.8",3.8,"B343","",3.81,18,18,82,69,"21",NA,"",390,12455
"23349",23349,"MATH072","B232","4",4,"B343","",3.31,18,18,82,69,"21",NA,"",390,12455
"23350",23350,"MATH097","B232","4",4,"B343","",3.31,18,18,82,69,"21",NA,"",390,12455
"23351",23351,"MATH097","B232","4",4,"B234","",4,15,10,90,NA,"62",NA,"",NA,4384
"23352",23352,"MATH&141","B341","3.1",3.1,"B344","",3.2,15,15,88,NA,"61",NA,"",NA,9270
"23353",23353,"MATH&142","B342","3",3,"B344","",3.57,15,15,88,NA,"61",NA,"",NA,9270
"23354",23354,"MATH097","B234","3.7",3.7,"B344","",3.57,15,15,88,NA,"61",NA,"",NA,9270
"23355",23355,"MATH&141","B234","3.3",3.3,"B341","",3.44,16,16,75,NA,"69",NA,"",NA,3301
"23356",23356,"MATH097","B233","3.8",3.8,"B341","",3.22,18,18,75,NA,"69",NA,"",NA,3301
"23357",23357,"MATH&142","B342","2.7",2.7,"B344","",2.98,20,20,75,NA,"99",91,"45",NA,11376
"23358",23358,"MATH&151","B123","3.6",3.6,"B342","",2.76,17,17,93,NA,"99",91,"76",NA,8330
"23359",23359,"MATH&141","B233","4",4,"B234","",3.23,20,20,75,NA,"54",NA,"",553,2763
"23360",23360,"MATH&142","B234","4",4,"B234","",3.69,23,23,75,NA,"54",NA,"",553,2763
"23361",23361,"MATH072","B124","4",4,"B234","",4,22,22,75,NA,"54",NA,"",553,2763
"23362",23362,"MATH097","B232","3.7",3.7,"B234","",3.53,15,15,75,NA,"54",NA,"",553,2763
"23363",23363,"MATH&151","B124","4",4,"B234","",3.95,20,20,96,NA,"99",70,"",695,9351
"23364",23364,"MATH&141","B232","4",4,"B344","",4,15,15,75,NA,"97",59,"",675,2986
"23365",23365,"MATH&142","B233","4",4,"B344","",3.97,18,18,75,NA,"97",59,"",675,2986
"23366",23366,"MATH&151","B234","3.5",3.5,"B344","",3.78,18,18,75,NA,"97",59,"",675,2986
"23367",23367,"MATH&141","B341","4",4,"B344","",4,15,15,84,NA,"96",62,"",NA,5809
"23368",23368,"MATH072","B234","1.1",1.1,"B344","",0.55,10,5,52,NA,"26",NA,"",NA,12159
"23369",23369,"MATH072","B342","2.5",2.5,"B344","",1.5,15,10,52,NA,"26",NA,"",NA,12159
"23370",23370,"MATH072","B231","W",NA,"B232","7/23/2012",0,16,0,19,18,"33",NA,"",NA,5116
"23371",23371,"MATH&151","B232","2.9",2.9,"B344","",3.51,18,18,77,NA,"93",83,"85",NA,8192
"23372",23372,"MATH&151","B341","4",4,"B344","",3.44,18,18,77,NA,"93",83,"85",NA,8192
"23373",23373,"MATH&151","B124","4",4,"B341","",3.83,20,20,93,NA,"85",84,"53",NA,5093
"23374",23374,"MATH&151","B233","4",4,"B344","",3.9,20,20,94,80,"94",59,"",680,11885
"23375",23375,"MATH&141","B234","2.8",2.8,"B344","",2.67,17,12,69,NA,"81",63,"",NA,489
"23376",23376,"MATH&141","B342","2.2",2.2,"B344","",1.6,15,10,69,NA,"81",63,"",NA,489
"23377",23377,"MATH&142","B342","1",1,"B344","",1.6,15,10,69,NA,"81",63,"",NA,489
"23378",23378,"MATH&141","B233","4",4,"B344","",3.6,18,15,72,NA,"95",65,"",NA,7400
"23379",23379,"MATH&142","B234","3.5",3.5,"B344","",3.65,20,20,72,NA,"95",65,"",NA,7400
"23380",23380,"MATH&151","B341","3.7",3.7,"B344","",3.6,20,20,72,NA,"95",65,"",NA,7400
"23381",23381,"MATH&141","B232","3.6",3.6,"B344","",3.65,13,13,46,NA,"57",NA,"",NA,6546
"23382",23382,"MATH&142","B234","4",4,"B344","",3.63,15,15,46,NA,"57",NA,"",NA,6546
"23383",23383,"MATH072","B123","4",4,"B344","",3.67,15,15,46,NA,"57",NA,"",NA,6546
"23384",23384,"MATH097","B124","4",4,"B344","",3.94,16,16,46,NA,"57",NA,"",NA,6546
"23385",23385,"MATH147","B233","3.8",3.8,"B233","",3.91,17,17,77,NA,"87",67,"",NA,498
"23386",23386,"MATH&141","B124","3.5",3.5,"B342","",3.01,17,17,90,NA,"79",23,"",NA,2692
"23387",23387,"MATH&142","B231","3.6",3.6,"B342","",3,10,10,90,NA,"79",23,"",NA,2692
"23388",23388,"MATH&151","B232","NC",NA,"B342","10/15/2012",0,16,0,90,NA,"79",23,"",NA,2692
"23389",23389,"MATH&151","B233","0",0,"B342","1/31/2013",1.4,15,10,90,NA,"79",23,"",NA,2692
"23390",23390,"MATH097","B123","3.4",3.4,"B342","",3,20,20,90,NA,"79",23,"",NA,2692
"23391",23391,"MATH&141","B232","4",4,"B344","",4,17,17,88,NA,"89",63,"",NA,12042
"23392",23392,"MATH&142","B233","4",4,"B344","",4,15,15,88,NA,"89",63,"",NA,12042
"23393",23393,"MATH&151","B234","4",4,"B344","",3.93,15,15,88,NA,"89",63,"",NA,12042
"23394",23394,"MATH&141","B234","4",4,"B344","",3.08,13,13,68,NA,"81",55,"",NA,3046
"23395",23395,"MATH&142","B341","3.2",3.2,"B344","",3.13,15,15,68,NA,"81",55,"",NA,3046
"23396",23396,"MATH&151","B342","1.4",1.4,"B344","",2.6,20,20,68,NA,"81",55,"",NA,3046
"23397",23397,"MATH097","B233","4",4,"B344","",4,5,5,68,NA,"81",55,"",NA,3046
"23398",23398,"MATH&141","B122","P",NA,"B231","",3.54,18,18,87,NA,"61",NA,"",NA,11669
"23399",23399,"MATH097","B014","4",4,"B231","",3.92,17,12,87,NA,"61",NA,"",NA,11669
"23400",23400,"MATH&151","B232","4",4,"B232","",3.81,18,18,87,NA,"87",87,"71",NA,121
"23401",23401,"MATH147","B232","4",4,"B344","",3.5,10,10,80,NA,"86",52,"",NA,109
"23402",23402,"MATH072","B234","3.9",3.9,"B344","",3.93,15,15,84,NA,"54",NA,"",NA,4731
"23403",23403,"MATH097","B341","4",4,"B344","",3.83,12,12,84,NA,"54",NA,"",NA,4731
"23404",23404,"MATH097","B124","4",4,"B234","",3.85,13,13,83,NA,"62",NA,"",NA,6063
"23405",23405,"MATH147","B231","4",4,"B234","",3.83,15,15,83,NA,"62",NA,"",NA,6063
"23406",23406,"MATH&107","B234","4",4,"B234","",3.95,20,20,92,NA,"66",NA,"",NA,8793
"23407",23407,"MATH097","B233","3.7",3.7,"B234","",3.64,18,18,92,NA,"66",NA,"",NA,8793
"23408",23408,"MATH062","B124","3.8",3.8,"B344","",2.44,17,15,70,35,"24",NA,"",280,9888
"23409",23409,"MATH072","B232","2.6",2.6,"B344","",1.33,15,10,70,35,"24",NA,"",280,9888
"23410",23410,"MATH097","B233","1.5",1.5,"B344","",2.38,20,20,70,35,"24",NA,"",280,9888
"23411",23411,"MATH097","B341","2.5",2.5,"B344","",2.25,12,12,70,35,"24",NA,"",280,9888
"23412",23412,"MATH147","B342","1.3",1.3,"B344","",1.83,15,15,70,35,"24",NA,"",280,9888
"23413",23413,"MATH&151","B232","3.4",3.4,"B342","",3.58,20,20,91,NA,"95",91,"81",NA,1972
"23414",23414,"MATH147","B123","4",4,"B342","",3.7,20,20,91,NA,"95",91,"81",NA,1972
"23415",23415,"MATH072","B124","0.1",0.1,"B233","",0.13,18,0,85,NA,"55",NA,"",NA,7364
"23416",23416,"MATH&151","B232","4",4,"B344","",3.71,17,17,94,93,"84",87,"66",NA,3725
"23417",23417,"MATH&141","B231","3.9",3.9,"B341","",3.87,20,15,69,NA,"93",72,"",NA,7113
"23418",23418,"MATH&141","B231","4",4,"B341","",3.87,17,17,92,NA,"99",71,"",NA,2513
"23419",23419,"MATH&142","B231","3.4",3.4,"B342","",3.35,17,17,82,NA,"97",87,"54",NA,6038
"23420",23420,"MATH&142","B231","4",4,"B341","",3.64,17,17,71,NA,"99",82,"96",NA,4291
"23421",23421,"MATH&142","B231","4",4,"B342","",3.84,17,17,79,NA,"99",97,"96",NA,10400
"23422",23422,"MATH&141","B231","4",4,"B341","",4,17,17,94,NA,"99",97,"96",NA,10577
"23423",23423,"MATH&142","B231","3.9",3.9,"B342","",3.42,17,17,80,NA,"92",88,"51",NA,9248
"23424",23424,"MATH&142","B231","3.9",3.9,"B341","",3.97,17,17,89,NA,"97",90,"62",NA,8430
"23425",23425,"MATH&142","B124","3.3",3.3,"B341","",3.13,20,20,82,NA,"99",87,"70",NA,2304
"23426",23426,"MATH&142","B231","4",4,"B342","",3.7,20,20,88,NA,"99",91,"58",NA,2421
"23427",23427,"MATH&151","B232","3.8",3.8,"B344","",3.53,15,15,67,NA,"89",77,"96",NA,8950
"23428",23428,"MATH&151","B233","3.9",3.9,"B344","",3.63,18,18,81,NA,"92",87,"54",NA,7329
"23429",23429,"MATH&141","B123","4",4,"B343","",3.8,20,20,76,NA,"91",68,"",NA,6813
"23430",23430,"MATH&142","B124","4",4,"B343","",3.93,15,15,76,NA,"91",68,"",NA,6813
"23431",23431,"MATH&151","B231","4",4,"B343","",3.77,17,17,76,NA,"91",68,"",NA,6813
"23432",23432,"MATH&141","B232","4",4,"B343","",3.75,20,20,70,NA,"61",NA,"",NA,10201
"23433",23433,"MATH&142","B233","4",4,"B343","",3.63,21,21,70,NA,"61",NA,"",NA,10201
"23434",23434,"MATH&151","B234","4",4,"B343","",3.88,16,16,70,NA,"61",NA,"",NA,10201
"23435",23435,"MATH097","B124","4",4,"B343","",3.9,15,15,70,NA,"61",NA,"",NA,10201
"23436",23436,"MATH&151","B341","W",NA,"B344","7/10/2013",4,10,5,83,NA,"58",NA,"",NA,1443
"23437",23437,"MATH&151","B342","3.1",3.1,"B344","",2.97,15,15,83,NA,"58",NA,"",NA,1443
"23438",23438,"MATH147","B234","3.8",3.8,"B344","",3.65,20,20,83,NA,"58",NA,"",NA,1443
"23439",23439,"MATH&141","B234","2.6",2.6,"B344","",3.3,15,15,88,NA,"82",50,"",NA,3189
"23440",23440,"MATH&142","B341","3.6",3.6,"B344","",3.45,15,10,88,NA,"82",50,"",NA,3189
"23441",23441,"MATH&141","B124","1.3",1.3,"B234","",1.62,16,13,90,NA,"96",67,"",NA,4790
"23442",23442,"MATH&141","B232","0",0,"B234","12/12/2012",0.8,15,5,90,NA,"96",67,"",NA,4790
"23443",23443,"MATH&141","B234","0",0,"B234","4/24/2013",0,12,0,90,NA,"96",67,"",NA,4790
"23444",23444,"MATH&141","B234","3.8",3.8,"B344","",1.9,10,5,67,NA,"88",59,"",NA,11364
"23445",23445,"MATH&142","B342","4",4,"B344","",2.8,13,13,67,NA,"88",59,"",NA,11364
"23446",23446,"MATH097","B233","4",4,"B233","",1.33,15,5,67,NA,"64",NA,"",NA,4398
"23447",23447,"MATH072","B232","2.5",2.5,"B344","",2.9,15,15,80,NA,"40",NA,"",NA,11331
"23448",23448,"MATH097","B233","3.8",3.8,"B344","",3.5,13,13,80,NA,"40",NA,"",NA,11331
"23449",23449,"MATH&141","B234","3.5",3.5,"B344","",3.67,15,15,84,NA,"95",70,"",NA,10403
"23450",23450,"MATH&142","B341","4",4,"B344","",3.73,15,15,84,NA,"95",70,"",NA,10403
"23451",23451,"MATH&151","B342","4",4,"B344","",3.82,17,17,84,NA,"95",70,"",NA,10403
"23452",23452,"MATH&151","B341","3.5",3.5,"B344","",2.97,15,15,86,NA,"99",95,"75",NA,3404
"23453",23453,"MATH147","B231","4",4,"B344","",3.63,15,15,86,NA,"99",95,"75",NA,3404
"23454",23454,"MATH&151","B233","3.4",3.4,"B344","",3.69,18,18,83,NA,"88",91,"55",NA,3035
"23455",23455,"MATH147","B232","4",4,"B234","",3.64,16,11,83,NA,"87",85,"30",NA,5557
"23456",23456,"MATH&141","B342","3.6",3.6,"B344","",3.53,20,20,74,NA,"85",49,"",NA,9143
"23457",23457,"MATH&141","B342","3.4",3.4,"B344","",3.38,20,20,78,NA,"75",70,"",NA,5569
"23458",23458,"MATH&141","B234","3.7",3.7,"B344","",3.75,20,20,83,NA,"42",NA,"",NA,3798
"23459",23459,"MATH&142","B342","3.3",3.3,"B344","",3.73,15,15,83,NA,"42",NA,"",NA,3798
"23460",23460,"MATH072","B232","3.8",3.8,"B344","",3.42,17,17,83,NA,"42",NA,"",NA,3798
"23461",23461,"MATH097","B233","3.6",3.6,"B344","",3.76,17,17,83,NA,"42",NA,"",NA,3798
"23462",23462,"MATH&151","B124","4",4,"B234","",3.9,15,15,89,NA,"76",87,"96",NA,8010
"23463",23463,"MATH072","B232","2.7",2.7,"B341","",2.47,18,18,96,NA,"37",NA,"",NA,3068
"23464",23464,"MATH097","B233","0",0,"B341","3/1/2013",1.6,18,13,96,NA,"37",NA,"",NA,3068
"23465",23465,"MATH&141","B233","4",4,"B344","",3.83,19,15,73,NA,"98",70,"",NA,7551
"23466",23466,"MATH&142","B234","3.2",3.2,"B344","",3.5,20,20,73,NA,"98",70,"",NA,7551
"23467",23467,"MATH&151","B342","3.2",3.2,"B344","",3.35,20,20,73,NA,"98",70,"",NA,7551
"23468",23468,"MATH&142","B232","2.1",2.1,"B344","",2.4,15,15,80,NA,"90",84,"46",NA,3782
"23469",23469,"MATH&151","B233","2.3",2.3,"B344","",3.27,15,15,80,NA,"90",84,"46",NA,3782
"23470",23470,"MATH&151","B232","4",4,"B344","",3.81,16,16,88,NA,"99",97,"72",NA,10882
"23471",23471,"MATH&151","B233","3.9",3.9,"B344","",3.75,18,18,79,NA,"95",71,"",680,1548
"23472",23472,"MATH&141","B232","3.1",3.1,"B232","",2.37,15,10,70,NA,"78",30,"",NA,4917
"23473",23473,"MATH&141","B342","1",1,"B344","",2.31,16,16,71,NA,"60",NA,"",NA,5301
"23474",23474,"MATH097","B234","3.4",3.4,"B344","",2.87,15,15,71,NA,"60",NA,"",NA,5301
"23475",23475,"MATH&141","B233","3.2",3.2,"B344","",2.9,15,15,74,NA,"55",NA,"",390,8777
"23476",23476,"MATH&142","B234","2.4",2.4,"B344","",2.75,15,10,74,NA,"55",NA,"",390,8777
"23477",23477,"MATH&151","B342","0",0,"B344","11/25/2013",2.13,15,10,74,NA,"55",NA,"",390,8777
"23478",23478,"MATH097","B232","2.9",2.9,"B344","",3.27,15,15,74,NA,"55",NA,"",390,8777
"23479",23479,"MATH&141","B233","3.6",3.6,"B344","",3.23,15,15,80,NA,"91",67,"",NA,8507
