"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID","success1.0","success2.0","success2.5","forcednumericalgrade"
"13633",13633,"MATH072","B014","2.7",2.7,"B344","",0.9,15,5,94,69,"15",NA,"",NA,7002,TRUE,TRUE,TRUE,2.7
"13634",13634,"MATH097","B122","2.7",2.7,"B344","",3.13,20,20,94,69,"15",NA,"",NA,7002,TRUE,TRUE,TRUE,2.7
"13635",13635,"MATH097","B012","2",2,"B013","",1.27,15,10,81,NA,"61",NA,"",NA,7151,TRUE,TRUE,FALSE,2
"13636",13636,"MATH&141","B231","3.2",3.2,"B341","",3.2,5,5,88,NA,"30",NA,"",NA,4265,TRUE,TRUE,TRUE,3.2
"13637",13637,"MATH072","B012","3",3,"B341","",3.67,15,15,88,NA,"30",NA,"",NA,4265,TRUE,TRUE,TRUE,3
"13638",13638,"MATH072","B013","1.5",1.5,"B342","",1.88,12,12,94,NA,"34",NA,"",NA,3865,TRUE,FALSE,FALSE,1.5
"13639",13639,"MATH072","B013","2.8",2.8,"B014","",1.4,10,5,90,NA,"34",NA,"",NA,4887,TRUE,TRUE,TRUE,2.8
"13640",13640,"MATH097","B014","W",NA,"B014","5/17/2011",0,10,0,90,NA,"34",NA,"",NA,4887,FALSE,FALSE,FALSE,-0.1
"13641",13641,"MATH&141","B233","2.1",2.1,"B234","",2.59,17,17,98,51,"47",NA,"",NA,12516,TRUE,TRUE,FALSE,2.1
"13642",13642,"MATH072","B122","4",4,"B234","",2.5,15,10,98,51,"47",NA,"",NA,12516,TRUE,TRUE,TRUE,4
"13643",13643,"MATH097","B123","3.8",3.8,"B234","",3.54,13,13,98,51,"47",NA,"",NA,12516,TRUE,TRUE,TRUE,3.8
"13644",13644,"MATH072","B013","3.3",3.3,"B121","",3.45,10,10,76,NA,"48",NA,"",NA,7868,TRUE,TRUE,TRUE,3.3
"13645",13645,"MATH097","B014","2.8",2.8,"B121","",2.4,15,15,76,NA,"48",NA,"",NA,7868,TRUE,TRUE,TRUE,2.8
"13646",13646,"MATH062","B013","3.1",3.1,"B122","",3.1,5,5,97,40,"19",NA,"",NA,6511,TRUE,TRUE,TRUE,3.1
"13647",13647,"MATH070","B121","2.9",2.9,"B122","",2.45,10,10,97,40,"19",NA,"",NA,6511,TRUE,TRUE,TRUE,2.9
"13648",13648,"MATH072","B122","0.7",0.7,"B122","",1.6,15,15,97,40,"19",NA,"",NA,6511,FALSE,FALSE,FALSE,0.7
"13649",13649,"MATH070","B013","3",3,"B233","",3,10,10,82,57,"20",NA,"",NA,10936,TRUE,TRUE,TRUE,3
"13650",13650,"MATH062","B012","3.6",3.6,"B013","",3.55,15,15,81,49,"18",NA,"",NA,2643,TRUE,TRUE,TRUE,3.6
"13651",13651,"MATH070","B013","0",0,"B013","1/4/2011",0,10,0,81,49,"18",NA,"",NA,2643,FALSE,FALSE,FALSE,0
"13652",13652,"MATH&107","B124","3",3,"B124","",3.62,25,25,95,NA,"71",NA,"",475,7115,TRUE,TRUE,TRUE,3
"13653",13653,"MATH072","B013","1.8",1.8,"B014","",1.4,10,10,72,23,"43",NA,"",NA,4135,TRUE,FALSE,FALSE,1.8
"13654",13654,"MATH&141","B012","3",3,"B122","",2.8,15,15,92,NA,"72",NA,"",NA,7917,TRUE,TRUE,TRUE,3
"13655",13655,"MATH&141","B012","3.6",3.6,"B012","",3.6,5,5,96,NA,"53",50,"",NA,5760,TRUE,TRUE,TRUE,3.6
"13656",13656,"MATH147","B012","2.5",2.5,"B122","",2.47,15,15,99,NA,"",26,"",NA,1112,TRUE,TRUE,TRUE,2.5
"13657",13657,"MATH072","B014","1.7",1.7,"B014","",2.5,15,10,77,NA,"28",NA,"",NA,12365,TRUE,FALSE,FALSE,1.7
"13658",13658,"MATH072","B014","3",3,"B014","",2.1,15,10,78,NA,"39",NA,"",NA,4081,TRUE,TRUE,TRUE,3
"13659",13659,"MATH&142","B122","4",4,"B344","",4,10,10,98,NA,"94",70,"",NA,7380,TRUE,TRUE,TRUE,4
"13660",13660,"MATH&151","B232","3.6",3.6,"B344","",3.05,10,10,98,NA,"94",70,"",NA,7380,TRUE,TRUE,TRUE,3.6
"13661",13661,"MATH097","B014","3.8",3.8,"B121","",3.63,15,15,92,87,"25",NA,"",NA,10338,TRUE,TRUE,TRUE,3.8
"13662",13662,"MATH072","B012","3.8",3.8,"B014","",3.65,15,15,85,NA,"28",NA,"",NA,4103,TRUE,TRUE,TRUE,3.8
"13663",13663,"MATH097","B013","2.5",2.5,"B014","",2.97,15,15,85,NA,"28",NA,"",NA,4103,TRUE,TRUE,TRUE,2.5
"13664",13664,"MATH062","B012","3.8",3.8,"B014","",2.47,15,10,70,35,"20",NA,"",NA,4073,TRUE,TRUE,TRUE,3.8
"13665",13665,"MATH070","B014","3.7",3.7,"B014","",3.7,10,10,70,35,"20",NA,"",NA,4073,TRUE,TRUE,TRUE,3.7
"13666",13666,"MATH070","B013","3.4",3.4,"B342","",2.2,10,10,96,71,"26",NA,"",NA,1505,TRUE,TRUE,TRUE,3.4
"13667",13667,"MATH072","B014","0",0,"B342","5/20/2011",0.43,15,5,96,71,"26",NA,"",NA,1505,FALSE,FALSE,FALSE,0
"13668",13668,"MATH072","B014","0",0,"B123","3/15/2011",0.9,15,5,99,NA,"32",NA,"",NA,9852,FALSE,FALSE,FALSE,0
"13669",13669,"MATH072","B123","2.6",2.6,"B234","",2.69,16,16,86,46,"29",NA,"",275,780,TRUE,TRUE,TRUE,2.6
"13670",13670,"MATH097","B232","W",NA,"B234","10/12/2012",2.96,18,13,86,46,"29",NA,"",275,780,FALSE,FALSE,FALSE,-0.1
"13671",13671,"MATH097","B233","2.5",2.5,"B234","",2.43,15,15,86,46,"29",NA,"",275,780,TRUE,TRUE,TRUE,2.5
"13672",13672,"MATH070","B013","4",4,"B013","",3.8,15,15,92,73,"",NA,"",NA,3867,TRUE,TRUE,TRUE,4
"13673",13673,"MATH147","B231","0",0,"B232","6/24/2012",0,7,0,99,NA,"",NA,"",NA,3975,FALSE,FALSE,FALSE,0
"13674",13674,"MATH072","B012","2.9",2.9,"B013","",2.9,10,10,90,NA,"28",NA,"",NA,2766,TRUE,TRUE,TRUE,2.9
"13675",13675,"MATH062","B013","3.4",3.4,"B231","",3.33,12,12,68,38,"18",NA,"",NA,5281,TRUE,TRUE,TRUE,3.4
"13676",13676,"MATH070","B014","2.9",2.9,"B231","",3.3,15,15,68,38,"18",NA,"",NA,5281,TRUE,TRUE,TRUE,2.9
"13677",13677,"MATH072","B121","2.2",2.2,"B231","",3.17,15,15,68,38,"18",NA,"",NA,5281,TRUE,TRUE,FALSE,2.2
"13678",13678,"MATH072","B123","3.7",3.7,"B231","",3.46,12,12,68,38,"18",NA,"",NA,5281,TRUE,TRUE,TRUE,3.7
"13679",13679,"MATH097","B124","1.7",1.7,"B231","",2.97,15,15,68,38,"18",NA,"",NA,5281,TRUE,FALSE,FALSE,1.7
"13680",13680,"MATH072","B013","2.3",2.3,"B233","",2.95,15,10,88,72,"29",NA,"",NA,10052,TRUE,TRUE,FALSE,2.3
"13681",13681,"MATH072","B122","3.3",3.3,"B233","",1.97,15,15,88,72,"29",NA,"",NA,10052,TRUE,TRUE,TRUE,3.3
"13682",13682,"MATH097","B231","3.3",3.3,"B233","",2.83,12,10,88,72,"29",NA,"",NA,10052,TRUE,TRUE,TRUE,3.3
"13683",13683,"MATH070","B121","3",3,"B123","",3,5,5,86,69,"20",NA,"",NA,5408,TRUE,TRUE,TRUE,3
"13684",13684,"MATH072","B123","0",0,"B123","1/14/2012",0,5,0,86,69,"20",NA,"",NA,5408,FALSE,FALSE,FALSE,0
"13685",13685,"MATH097","B123","3.3",3.3,"B232","",3.4,10,10,99,NA,"52",NA,"",360,9603,TRUE,TRUE,TRUE,3.3
"13686",13686,"MATH147","B124","3.3",3.3,"B232","",2.77,15,15,99,NA,"52",NA,"",360,9603,TRUE,TRUE,TRUE,3.3
"13687",13687,"MATH072","B013","0",0,"B013","2/27/2011",1.35,10,5,95,NA,"30",NA,"",NA,5100,FALSE,FALSE,FALSE,0
"13688",13688,"MATH&141","B012","1.8",1.8,"B343","",1.7,15,15,93,NA,"48",NA,"",NA,9566,TRUE,FALSE,FALSE,1.8
"13689",13689,"MATH&141","B124","1.7",1.7,"B343","",2.5,15,15,93,NA,"48",NA,"",NA,9566,TRUE,FALSE,FALSE,1.7
"13690",13690,"MATH072","B013","3.9",3.9,"B124","",2.97,15,15,97,NA,"48",NA,"",NA,1943,TRUE,TRUE,TRUE,3.9
"13691",13691,"MATH097","B122","3.8",3.8,"B124","",3.1,15,15,97,NA,"48",NA,"",NA,1943,TRUE,TRUE,TRUE,3.8
"13692",13692,"MATH&151","B012","3.4",3.4,"B122","",3.63,15,15,99,NA,"88",63,"",NA,2258,TRUE,TRUE,TRUE,3.4
"13693",13693,"MATH097","B014","4",4,"B122","",3.59,17,17,99,NA,"60",NA,"",NA,6080,TRUE,TRUE,TRUE,4
"13694",13694,"MATH147","B121","4",4,"B122","",3.75,21,10,99,NA,"60",NA,"",NA,6080,TRUE,TRUE,TRUE,4
"13695",13695,"MATH&141","B124","4",4,"B344","",4,5,5,99,NA,"95",69,"",NA,3882,TRUE,TRUE,TRUE,4
"13696",13696,"MATH&142","B231","4",4,"B344","",4,15,15,99,NA,"95",69,"",NA,3882,TRUE,TRUE,TRUE,4
"13697",13697,"MATH&151","B232","4",4,"B344","",3.86,13,13,99,NA,"95",69,"",NA,3882,TRUE,TRUE,TRUE,4
"13698",13698,"MATH&141","B012","3.2",3.2,"B014","",3.6,10,10,90,NA,"95",58,"",NA,5504,TRUE,TRUE,TRUE,3.2
"13699",13699,"MATH&151","B013","2.4",2.4,"B123","",3.33,15,15,99,NA,"",NA,"",NA,9240,TRUE,TRUE,FALSE,2.4
"13700",13700,"MATH070","B124","2.5",2.5,"B234","",3.17,12,12,91,62,"15",NA,"",NA,5361,TRUE,TRUE,TRUE,2.5
"13701",13701,"MATH072","B234","0",0,"B234","6/6/2013",1.2,15,5,91,62,"15",NA,"",NA,5361,FALSE,FALSE,FALSE,0
"13702",13702,"MATH070","B012","1.9",1.9,"B343","",1.73,15,10,91,56,"16",NA,"",NA,4736,TRUE,FALSE,FALSE,1.9
"13703",13703,"MATH070","B121","2.7",2.7,"B343","",2.35,10,10,91,56,"16",NA,"",NA,4736,TRUE,TRUE,TRUE,2.7
"13704",13704,"MATH062","B013","3.6",3.6,"B233","",3.7,15,15,86,20,"15",NA,"",NA,5287,TRUE,TRUE,TRUE,3.6
"13705",13705,"MATH070","B121","3",3,"B233","",3,12,12,86,20,"15",NA,"",NA,5287,TRUE,TRUE,TRUE,3
"13706",13706,"MATH072","B122","1",1,"B233","",2.77,15,15,86,20,"15",NA,"",NA,5287,TRUE,FALSE,FALSE,1
"13707",13707,"MATH072","B123","3",3,"B233","",3.53,15,15,86,20,"15",NA,"",NA,5287,TRUE,TRUE,TRUE,3
"13708",13708,"MATH097","B124","W",NA,"B233","5/24/2012",3.25,15,10,86,20,"15",NA,"",NA,5287,FALSE,FALSE,FALSE,-0.1
"13709",13709,"MATH062","B231","0",0,"B231","8/16/2012",3.2,10,5,89,17,"15",NA,"",NA,5278,FALSE,FALSE,FALSE,0
"13710",13710,"MATH&107","B124","2.2",2.2,"B234","",2.55,10,10,94,NA,"59",NA,"",NA,10578,TRUE,TRUE,FALSE,2.2
"13711",13711,"MATH072","B014","0.5",0.5,"B124","",1.6,10,5,73,NA,"29",NA,"",NA,9278,FALSE,FALSE,FALSE,0.5
"13712",13712,"MATH072","B012","4",4,"B012","",2.5,10,10,89,NA,"35",NA,"",NA,1371,TRUE,TRUE,TRUE,4
"13713",13713,"MATH062","B123","0",0,"B231","2/26/2012",1.13,20,5,88,27,"25",NA,"",NA,1209,FALSE,FALSE,FALSE,0
"13714",13714,"MATH062","B014","2.4",2.4,"B124","",3.4,15,15,86,47,"18",NA,"",180,9140,TRUE,TRUE,FALSE,2.4
"13715",13715,"MATH070","B122","3.2",3.2,"B124","",2.25,10,10,86,47,"18",NA,"",180,9140,TRUE,TRUE,TRUE,3.2
"13716",13716,"MATH072","B014","0",0,"B014","4/26/2011",0.17,15,0,69,NA,"28",NA,"",NA,4801,FALSE,FALSE,FALSE,0
"13717",13717,"MATH&141","B012","0.5",0.5,"B014","",2,15,5,97,NA,"77",58,"",NA,2141,FALSE,FALSE,FALSE,0.5
"13718",13718,"MATH&141","B013","0",0,"B014","1/7/2011",0.25,16,1,97,NA,"77",58,"",NA,2141,FALSE,FALSE,FALSE,0
"13719",13719,"MATH062","B012","1.6",1.6,"B123","",1.6,5,5,59,31,"18",NA,"",NA,10011,TRUE,FALSE,FALSE,1.6
"13720",13720,"MATH&141","B122","3.4",3.4,"B234","",3,15,15,92,NA,"34",NA,"",NA,4868,TRUE,TRUE,TRUE,3.4
"13721",13721,"MATH&142","B123","1.5",1.5,"B234","",2.33,15,15,92,NA,"34",NA,"",NA,4868,TRUE,FALSE,FALSE,1.5
"13722",13722,"MATH072","B013","4",4,"B234","",4,12,12,92,NA,"34",NA,"",NA,4868,TRUE,TRUE,TRUE,4
"13723",13723,"MATH097","B014","3.5",3.5,"B234","",3.36,12,7,92,NA,"34",NA,"",NA,4868,TRUE,TRUE,TRUE,3.5
"13724",13724,"MATH070","B013","2.5",2.5,"B014","",1.56,13,8,99,NA,"",NA,"",NA,12452,TRUE,TRUE,TRUE,2.5
"13725",13725,"MATH072","B014","0",0,"B014","5/2/2011",0,5,0,99,NA,"",NA,"",NA,12452,FALSE,FALSE,FALSE,0
"13726",13726,"MATH072","B014","2",2,"B232","",1.35,15,10,97,NA,"31",NA,"",NA,12036,TRUE,TRUE,FALSE,2
"13727",13727,"MATH072","B122","3.5",3.5,"B232","",3.54,8,8,97,NA,"31",NA,"",NA,12036,TRUE,TRUE,TRUE,3.5
"13728",13728,"MATH097","B123","0",0,"B232","1/13/2012",0.64,11,5,97,NA,"31",NA,"",NA,12036,FALSE,FALSE,FALSE,0
"13729",13729,"MATH097","B124","0.2",0.2,"B232","",0.5,8,3,97,NA,"31",NA,"",NA,12036,FALSE,FALSE,FALSE,0.2
"13730",13730,"MATH072","B122","4",4,"B233","",3.88,12,12,95,NA,"29",NA,"",NA,4836,TRUE,TRUE,TRUE,4
"13731",13731,"MATH097","B123","3.3",3.3,"B233","",3.5,11,11,95,NA,"29",NA,"",NA,4836,TRUE,TRUE,TRUE,3.3
"13732",13732,"MATH072","B013","W",NA,"B014","1/18/2011",1.1,10,5,84,NA,"29",NA,"",NA,11088,FALSE,FALSE,FALSE,-0.1
"13733",13733,"MATH&107","B123","3",3,"B232","",2.4,15,10,99,NA,"",NA,"",NA,5036,TRUE,TRUE,TRUE,3
"13734",13734,"MATH072","B012","2.9",2.9,"B232","",3.07,15,15,99,NA,"",NA,"",NA,5036,TRUE,TRUE,TRUE,2.9
"13735",13735,"MATH097","B013","2",2,"B232","",3,20,20,99,NA,"",NA,"",NA,5036,TRUE,TRUE,FALSE,2
"13736",13736,"MATH&141","B123","3.5",3.5,"B234","",3.21,16,16,99,NA,"93",49,"",NA,4740,TRUE,TRUE,TRUE,3.5
"13737",13737,"MATH147","B014","3.8",3.8,"B234","",3.94,16,16,99,NA,"93",49,"",NA,4740,TRUE,TRUE,TRUE,3.8
"13738",13738,"MATH072","B122","3.5",3.5,"B123","",3.47,15,15,86,71,"48",NA,"",NA,9569,TRUE,TRUE,TRUE,3.5
"13739",13739,"MATH097","B123","1.6",1.6,"B123","",1.9,10,10,86,71,"48",NA,"",NA,9569,TRUE,FALSE,FALSE,1.6
"13740",13740,"MATH&107","B232","3.7",3.7,"B233","",3.9,15,15,99,NA,"87",62,"",NA,2855,TRUE,TRUE,TRUE,3.7
"13741",13741,"MATH062","B233","4",4,"B234","",3.9,10,10,77,NA,"85",62,"",NA,11790,TRUE,TRUE,TRUE,4
"13742",13742,"MATH&141","B013","2.1",2.1,"B343","",2.67,12,12,97,NA,"",64,"",NA,8738,TRUE,TRUE,FALSE,2.1
"13743",13743,"MATH&142","B341","3.3",3.3,"B343","",2.42,16,16,97,NA,"",64,"",NA,8738,TRUE,TRUE,TRUE,3.3
"13744",13744,"MATH&151","B342","0",0,"B343","12/5/2013",1.33,15,5,97,NA,"",64,"",NA,8738,FALSE,FALSE,FALSE,0
"13745",13745,"MATH&141","B014","0",0,"B344","5/3/2011",0,15,0,91,NA,"78",62,"",NA,11367,FALSE,FALSE,FALSE,0
"13746",13746,"MATH&141","B122","2.4",2.4,"B344","",1.17,15,10,91,NA,"78",62,"",NA,11367,TRUE,TRUE,FALSE,2.4
"13747",13747,"MATH147","B013","0.6",0.6,"B344","",0.83,15,5,91,NA,"78",62,"",NA,11367,FALSE,FALSE,FALSE,0.6
"13748",13748,"MATH147","B342","4",4,"B344","",3.9,15,15,91,NA,"78",62,"",NA,11367,TRUE,TRUE,TRUE,4
"13749",13749,"MATH&141","B012","2.9",2.9,"B342","",2.9,5,5,99,NA,"",95,"29",NA,11470,TRUE,TRUE,TRUE,2.9
"13750",13750,"MATH&142","B014","0",0,"B342","5/4/2011",0,7,2,99,NA,"",95,"29",NA,11470,FALSE,FALSE,FALSE,0
"13751",13751,"MATH&142","B122","1",1,"B342","",1,5,5,99,NA,"",95,"29",NA,11470,TRUE,FALSE,FALSE,1
"13752",13752,"MATH&142","B232","2.3",2.3,"B342","",2.13,16,16,99,NA,"",95,"29",NA,11470,TRUE,TRUE,FALSE,2.3
"13753",13753,"MATH&141","B121","1.1",1.1,"B124","",2.45,15,15,89,NA,"27",NA,"",NA,91,TRUE,FALSE,FALSE,1.1
"13754",13754,"MATH072","B012","3",3,"B124","",3.17,15,15,89,NA,"27",NA,"",NA,91,TRUE,TRUE,TRUE,3
"13755",13755,"MATH097","B013","1.5",1.5,"B124","",2.63,17,17,89,NA,"27",NA,"",NA,91,TRUE,FALSE,FALSE,1.5
"13756",13756,"MATH097","B014","3.4",3.4,"B124","",3.23,15,15,89,NA,"27",NA,"",NA,91,TRUE,TRUE,TRUE,3.4
"13757",13757,"MATH062","B124","3.4",3.4,"B344","",3.7,15,15,NA,NA,"",NA,"",NA,3063,TRUE,TRUE,TRUE,3.4
"13758",13758,"MATH070","B231","3.5",3.5,"B344","",3.29,22,19,NA,NA,"",NA,"",NA,3063,TRUE,TRUE,TRUE,3.5
"13759",13759,"MATH062","B121","2.4",2.4,"B122","",2.4,12,5,99,48,"21",NA,"",NA,10961,TRUE,TRUE,FALSE,2.4
"13760",13760,"MATH070","B014","3.7",3.7,"B123","",2.6,10,10,89,NA,"26",NA,"",NA,11136,TRUE,TRUE,TRUE,3.7
"13761",13761,"MATH072","B122","2.7",2.7,"B123","",2,15,15,89,NA,"26",NA,"",NA,11136,TRUE,TRUE,TRUE,2.7
"13762",13762,"MATH072","B012","4",4,"B343","",4,15,15,99,NA,"33",NA,"",NA,4574,TRUE,TRUE,TRUE,4
"13763",13763,"MATH097","B013","3.9",3.9,"B343","",3.97,15,15,99,NA,"33",NA,"",NA,4574,TRUE,TRUE,TRUE,3.9
"13764",13764,"MATH147","B014","3.7",3.7,"B343","",3.87,15,15,99,NA,"33",NA,"",NA,4574,TRUE,TRUE,TRUE,3.7
"13765",13765,"MATH070","B014","3",3,"B233","",3.58,12,12,95,52,"18",NA,"",NA,3087,TRUE,TRUE,TRUE,3
"13766",13766,"MATH&141","B012","3.1",3.1,"B124","",2.43,14,14,99,73,"93",69,"",453,7381,TRUE,TRUE,TRUE,3.1
"13767",13767,"MATH&142","B013","0.3",0.3,"B124","",2,12,7,99,73,"93",69,"",453,7381,FALSE,FALSE,FALSE,0.3
"13768",13768,"MATH&142","B014","2.5",2.5,"B124","",2.5,5,5,99,73,"93",69,"",453,7381,TRUE,TRUE,TRUE,2.5
"13769",13769,"MATH062","B012","2.5",2.5,"B014","",2.56,13,13,39,34,"15",NA,"",NA,2115,TRUE,TRUE,TRUE,2.5
"13770",13770,"MATH070","B234","2.8",2.8,"B343","",3.41,16,16,90,77,"21",NA,"",NA,2014,TRUE,TRUE,TRUE,2.8
"13771",13771,"MATH072","B341","1.1",1.1,"B343","",1.1,5,5,90,77,"21",NA,"",NA,2014,TRUE,FALSE,FALSE,1.1
"13772",13772,"MATH072","B342","0",0,"B343","11/18/2013",1.57,15,10,90,77,"21",NA,"",NA,2014,FALSE,FALSE,FALSE,0
"13773",13773,"MATH062","B122","2.5",2.5,"B233","",2.79,17,17,83,39,"19",NA,"",NA,3722,TRUE,TRUE,TRUE,2.5
"13774",13774,"MATH070","B123","1.5",1.5,"B233","",2.6,15,15,83,39,"19",NA,"",NA,3722,TRUE,FALSE,FALSE,1.5
"13775",13775,"MATH070","B124","1.8",1.8,"B233","",2.9,15,10,83,39,"19",NA,"",NA,3722,TRUE,FALSE,FALSE,1.8
"13776",13776,"MATH070","B232","0",0,"B233","11/26/2012",0.5,15,5,83,39,"19",NA,"",NA,3722,FALSE,FALSE,FALSE,0
"13777",13777,"MATH&107","B123","2.9",2.9,"B231","",2.63,20,20,90,NA,"49",NA,"",NA,7091,TRUE,TRUE,TRUE,2.9
"13778",13778,"MATH&141","B124","2.8",2.8,"B231","",2.5,20,15,90,NA,"49",NA,"",NA,7091,TRUE,TRUE,TRUE,2.8
"13779",13779,"MATH072","B014","4",4,"B231","",3.47,15,15,90,NA,"49",NA,"",NA,7091,TRUE,TRUE,TRUE,4
"13780",13780,"MATH097","B122","3.3",3.3,"B231","",3.19,18,18,90,NA,"49",NA,"",NA,7091,TRUE,TRUE,TRUE,3.3
"13781",13781,"MATH&141","B123","0",0,"B232","3/15/2012",0,5,0,37,NA,"29",NA,"",NA,9242,FALSE,FALSE,FALSE,0
"13782",13782,"MATH072","B013","3.1",3.1,"B232","",3.1,6,5,37,NA,"29",NA,"",NA,9242,TRUE,TRUE,TRUE,3.1
"13783",13783,"MATH097","B014","3.7",3.7,"B232","",3.7,5,5,37,NA,"29",NA,"",NA,9242,TRUE,TRUE,TRUE,3.7
"13784",13784,"MATH072","B013","3.5",3.5,"B232","",3.53,15,15,93,93,"23",NA,"",NA,4395,TRUE,TRUE,TRUE,3.5
"13785",13785,"MATH097","B014","3",3,"B232","",2.43,20,15,93,93,"23",NA,"",NA,4395,TRUE,TRUE,TRUE,3
"13786",13786,"MATH097","B013","0",0,"B014","1/27/2011",0.37,15,5,99,NA,"",NA,"",NA,8662,FALSE,FALSE,FALSE,0
"13787",13787,"MATH062","B012","0",0,"B122","12/3/2010",1.3,10,5,60,27,"",NA,"",NA,11219,FALSE,FALSE,FALSE,0
"13788",13788,"MATH062","B122","W",NA,"B122","11/14/2011",0,10,0,60,27,"",NA,"",NA,11219,FALSE,FALSE,FALSE,-0.1
"13789",13789,"MATH&141","B342","3.2",3.2,"B344","",3.67,12,12,99,NA,"70",NA,"",NA,1419,TRUE,TRUE,TRUE,3.2
"13790",13790,"MATH097","B014","3.8",3.8,"B344","",3.3,10,10,99,NA,"70",NA,"",NA,1419,TRUE,TRUE,TRUE,3.8
"13791",13791,"MATH&141","B121","3.9",3.9,"B122","",3.55,10,10,93,87,"23",NA,"",NA,12214,TRUE,TRUE,TRUE,3.9
"13792",13792,"MATH&142","B122","NC",NA,"B122","11/10/2011",3.2,16,11,93,87,"23",NA,"",NA,12214,FALSE,FALSE,FALSE,-0.1
"13793",13793,"MATH072","B013","3.5",3.5,"B122","",3.63,15,15,93,87,"23",NA,"",NA,12214,TRUE,TRUE,TRUE,3.5
"13794",13794,"MATH097","B014","4",4,"B122","",4,15,15,93,87,"23",NA,"",NA,12214,TRUE,TRUE,TRUE,4
"13795",13795,"MATH&141","B342","4",4,"B344","",3.75,10,10,69,47,"17",NA,"",NA,8146,TRUE,TRUE,TRUE,4
"13796",13796,"MATH062","B232","4",4,"B344","",3.67,15,15,69,47,"17",NA,"",NA,8146,TRUE,TRUE,TRUE,4
"13797",13797,"MATH070","B233","4",4,"B344","",3.6,15,15,69,47,"17",NA,"",NA,8146,TRUE,TRUE,TRUE,4
"13798",13798,"MATH072","B234","4",4,"B344","",3.85,13,13,69,47,"17",NA,"",NA,8146,TRUE,TRUE,TRUE,4
"13799",13799,"MATH097","B341","4",4,"B344","",3.94,12,12,69,47,"17",NA,"",NA,8146,TRUE,TRUE,TRUE,4
"13800",13800,"MATH&141","B232","1.7",1.7,"B343","",2.4,15,15,66,NA,"27",NA,"",NA,8657,TRUE,FALSE,FALSE,1.7
"13801",13801,"MATH&141","B341","3.7",3.7,"B343","",2.53,15,15,66,NA,"27",NA,"",NA,8657,TRUE,TRUE,TRUE,3.7
"13802",13802,"MATH&142","B342","2.5",2.5,"B343","",2.93,15,15,66,NA,"27",NA,"",NA,8657,TRUE,TRUE,TRUE,2.5
"13803",13803,"MATH072","B124","3.5",3.5,"B343","",2.27,13,13,66,NA,"27",NA,"",NA,8657,TRUE,TRUE,TRUE,3.5
"13804",13804,"MATH097","B231","3.7",3.7,"B343","",3.33,15,15,66,NA,"27",NA,"",NA,8657,TRUE,TRUE,TRUE,3.7
"13805",13805,"MATH&141","B012","3.6",3.6,"B343","",2.97,15,15,99,NA,"83",63,"",NA,591,TRUE,TRUE,TRUE,3.6
"13806",13806,"MATH&142","B013","0",0,"B343","3/18/2011",0.47,16,6,99,NA,"83",63,"",NA,591,FALSE,FALSE,FALSE,0
"13807",13807,"MATH&142","B014","3.8",3.8,"B343","",1.6,15,10,99,NA,"83",63,"",NA,591,TRUE,TRUE,TRUE,3.8
"13808",13808,"MATH&151","B121","0",0,"B343","7/21/2011",0,10,0,99,NA,"83",63,"",NA,591,FALSE,FALSE,FALSE,0
"13809",13809,"MATH&151","B232","W",NA,"B343","10/23/2012",0,15,0,99,NA,"83",63,"",NA,591,FALSE,FALSE,FALSE,-0.1
"13810",13810,"MATH&151","B233","0",0,"B343","1/11/2013",0,10,0,99,NA,"83",63,"",NA,591,FALSE,FALSE,FALSE,0
"13811",13811,"MATH072","B124","0",0,"B344","4/25/2012",0.2,15,0,87,NA,"50",NA,"",NA,5113,FALSE,FALSE,FALSE,0
"13812",13812,"MATH&141","B122","3.5",3.5,"B341","",3.6,11,11,96,NA,"55",NA,"",NA,4872,TRUE,TRUE,TRUE,3.5
"13813",13813,"MATH147","B013","0",0,"B123","3/11/2011",1.05,10,5,99,NA,"",NA,"",NA,3232,FALSE,FALSE,FALSE,0
"13814",13814,"MATH147","B014","4",4,"B123","",3.17,15,15,99,NA,"",NA,"",NA,3232,TRUE,TRUE,TRUE,4
"13815",13815,"MATH062","B012","W",NA,"B012","10/12/2010",0,5,0,27,34,"15",NA,"",NA,12150,FALSE,FALSE,FALSE,-0.1
"13816",13816,"MATH072","B233","3.8",3.8,"B344","",3.17,15,15,88,NA,"38",NA,"",NA,11994,TRUE,TRUE,TRUE,3.8
"13817",13817,"MATH097","B234","3.2",3.2,"B344","",3.6,10,10,88,NA,"38",NA,"",NA,11994,TRUE,TRUE,TRUE,3.2
"13818",13818,"MATH062","B124","2.5",2.5,"B233","",1.25,10,5,50,38,"19",NA,"",NA,4873,TRUE,TRUE,TRUE,2.5
"13819",13819,"MATH&141","B013","2.5",2.5,"B232","",2.59,7,7,93,NA,"77",65,"",NA,2939,TRUE,TRUE,TRUE,2.5
"13820",13820,"MATH&142","B014","0",0,"B232","5/31/2011",0.67,15,10,93,NA,"77",65,"",NA,2939,FALSE,FALSE,FALSE,0
